StateUT,Year,Season,Scheme,Crop,Applications_Enrolled,Applications_Insured,Area_Insured_ha,Premium_Paid_by_Farmers_Rs,Total_Premium_Rs,Claims_Paid_Rs,Claims_Pending_Rs,Farmers_Benefitted,Number_of_Claims
Uttarakhand,2020,Zaid,PMFBY,Maize,428,332,511.63,405491,1282392,650338,53797,66,58
Uttarakhand,2020,Zaid,PMFBY,Cotton,407,278,555.39,215434,1141262,896145,112849,178,46
Uttarakhand,2020,Zaid,PMFBY,Pulses,446,312,471.03,176197,195490,1072283,37933,149,116
Uttarakhand,2020,Zaid,PMFBY,Oilseeds,411,299,198.38,103989,123613,565393,81966,124,64
Uttarakhand,2020,Zaid,RWBCIS,Rice,400,329,565.96,417403,1328189,1455001,168804,268,80
Uttarakhand,2020,Zaid,RWBCIS,Wheat,423,367,455.23,211787,898918,638573,79173,111,34
Uttarakhand,2020,Zaid,RWBCIS,Maize,418,387,378.84,267475,563739,1073883,35290,96,56
Uttarakhand,2020,Zaid,RWBCIS,Cotton,453,348,225.09,89557,441060,449974,65869,111,45
Uttarakhand,2020,Zaid,RWBCIS,Pulses,436,379,495.47,381385,1011255,697474,75272,298,41
Uttarakhand,2020,Zaid,RWBCIS,Oilseeds,416,321,409.84,158411,911158,217445,9574,96,31
Uttarakhand,2021,Kharif,PMFBY,Rice,417,403,616.28,248597,1077767,411526,5751,178,35
Uttarakhand,2021,Kharif,PMFBY,Wheat,432,294,412.29,310944,703843,423301,21417,165,30
Uttarakhand,2021,Kharif,PMFBY,Maize,427,351,642.36,461055,1326743,647994,60589,246,90
Uttarakhand,2021,Kharif,PMFBY,Cotton,454,410,337.4,217646,365793,488243,10511,160,25
Uttarakhand,2021,Kharif,PMFBY,Pulses,400,342,235.71,62562,205824,497929,67918,266,25
Uttarakhand,2021,Kharif,PMFBY,Oilseeds,435,311,417.68,182787,230144,1075218,3987,221,97
Uttarakhand,2021,Kharif,RWBCIS,Rice,421,358,568.2,156954,548058,334903,38264,112,24
Uttarakhand,2021,Kharif,RWBCIS,Wheat,443,372,754.59,234281,835141,1761747,94354,117,190
Uttarakhand,2021,Kharif,RWBCIS,Maize,470,301,200.3,61752,189264,348043,18144,237,19
Uttarakhand,2021,Kharif,RWBCIS,Cotton,429,330,588.7,175151,227733,529955,20020,239,70
Uttarakhand,2021,Kharif,RWBCIS,Pulses,404,348,503.42,129369,981159,387959,35559,232,35
Uttarakhand,2021,Kharif,RWBCIS,Oilseeds,464,422,678.4,384464,1371289,1327371,158693,130,77
Uttarakhand,2021,Rabi,PMFBY,Rice,471,365,847.88,495551,959251,654857,34553,243,39
Uttarakhand,2021,Rabi,PMFBY,Wheat,427,358,838.86,417623,1346047,1162032,154498,269,60
Uttarakhand,2021,Rabi,PMFBY,Maize,450,423,778.09,231281,277246,1100697,129915,268,85
Uttarakhand,2021,Rabi,PMFBY,Cotton,407,397,896.85,346523,940030,1574185,30708,354,138
Uttarakhand,2021,Rabi,PMFBY,Pulses,431,289,272.95,86125,470590,272730,37898,202,15
Uttarakhand,2021,Rabi,PMFBY,Oilseeds,455,314,543.42,169427,301903,1131095,105977,97,110
Uttarakhand,2021,Rabi,RWBCIS,Rice,391,381,754.31,532913,1009256,557405,60752,145,51
Uttarakhand,2021,Rabi,RWBCIS,Wheat,443,347,840.85,430467,552977,1510238,194963,200,93
Uttarakhand,2021,Rabi,RWBCIS,Maize,433,306,276.17,101451,542288,697046,86677,96,52
Uttarakhand,2021,Rabi,RWBCIS,Cotton,426,360,381.32,286579,1222027,291098,30697,80,51
Uttarakhand,2021,Rabi,RWBCIS,Pulses,420,386,865.34,183722,1001950,2278446,203546,207,342
Uttarakhand,2021,Rabi,RWBCIS,Oilseeds,414,384,808.81,402430,1188057,1952737,169600,136,191
Uttarakhand,2021,Zaid,PMFBY,Rice,407,256,516.93,113772,513624,1532414,182795,186,168
Uttarakhand,2021,Zaid,PMFBY,Wheat,439,367,503.39,261047,1249443,666127,21628,189,52
Uttarakhand,2021,Zaid,PMFBY,Maize,396,301,399.24,237669,1010913,1183687,30809,133,157
Uttarakhand,2021,Zaid,PMFBY,Cotton,459,424,1047.47,555289,673440,1469778,7979,337,279
Uttarakhand,2021,Zaid,PMFBY,Pulses,436,262,265.22,140861,215948,540311,54463,230,29
Uttarakhand,2021,Zaid,PMFBY,Oilseeds,435,321,536.53,237153,574194,1244266,55371,150,118
Uttarakhand,2021,Zaid,RWBCIS,Rice,458,341,776.03,162332,1110198,2131949,133625,224,107
Uttarakhand,2021,Zaid,RWBCIS,Wheat,434,401,308.09,109176,982691,351245,39256,206,21
Uttarakhand,2021,Zaid,RWBCIS,Maize,413,297,296.43,115210,438202,856222,68485,155,68
Uttarakhand,2021,Zaid,RWBCIS,Cotton,443,345,299.51,183035,527529,710055,22703,166,59
Uttarakhand,2021,Zaid,RWBCIS,Pulses,408,293,465.81,275577,700848,815491,66445,164,128
Uttarakhand,2021,Zaid,RWBCIS,Oilseeds,425,341,687.51,376544,598365,700842,3889,170,61
Uttarakhand,2022,Kharif,PMFBY,Rice,414,309,568.19,331847,936587,1573980,3752,77,99
Uttarakhand,2022,Kharif,PMFBY,Wheat,422,287,248.78,137559,416984,336160,46442,63,26
Uttarakhand,2022,Kharif,PMFBY,Maize,420,291,223.98,49430,1037125,481762,56164,71,92
Uttarakhand,2022,Kharif,PMFBY,Cotton,437,327,417.09,179636,332391,994669,32107,140,66
Uttarakhand,2022,Kharif,PMFBY,Pulses,462,381,501.75,123971,806201,1018952,98226,293,110
Uttarakhand,2022,Kharif,PMFBY,Oilseeds,441,292,704.93,284784,998492,1681294,127114,85,184
Uttarakhand,2022,Kharif,RWBCIS,Rice,413,288,458.94,171150,172129,646253,58827,214,119
Uttarakhand,2022,Kharif,RWBCIS,Wheat,416,330,245.63,143949,1110289,667395,69105,184,68
Uttarakhand,2022,Kharif,RWBCIS,Maize,422,401,369.97,157910,589873,563188,355,156,45
Uttarakhand,2022,Kharif,RWBCIS,Cotton,447,333,609.48,365405,613329,462861,55764,190,61
Uttarakhand,2022,Kharif,RWBCIS,Pulses,416,352,841.4,403004,455190,1894040,72422,150,238
Uttarakhand,2022,Kharif,RWBCIS,Oilseeds,419,343,246.38,135992,769555,668197,86162,84,37
Uttarakhand,2022,Rabi,PMFBY,Rice,384,246,212.4,144848,830967,470977,65145,117,93
Uttarakhand,2022,Rabi,PMFBY,Wheat,439,426,523.04,362619,1211846,450387,42663,137,38
Uttarakhand,2022,Rabi,PMFBY,Maize,459,374,791.91,230997,425916,809460,94223,308,60
Uttarakhand,2022,Rabi,PMFBY,Cotton,434,400,272.14,81863,348157,744831,105574,180,39
Uttarakhand,2022,Rabi,PMFBY,Pulses,433,396,630.5,298031,313994,335580,31591,100,21
Uttarakhand,2022,Rabi,PMFBY,Oilseeds,438,380,944.73,328590,885645,2463043,6235,130,192
Uttarakhand,2022,Rabi,RWBCIS,Rice,434,327,503.44,228454,929050,1222559,84405,163,78
Uttarakhand,2022,Rabi,RWBCIS,Wheat,434,339,558.89,154971,990968,869482,93782,170,173
Uttarakhand,2022,Rabi,RWBCIS,Maize,425,319,364.52,117204,240976,846198,95814,123,68
Uttarakhand,2022,Rabi,RWBCIS,Cotton,428,301,262.49,189973,1023285,405009,43814,165,64
Uttarakhand,2022,Rabi,RWBCIS,Pulses,452,392,609.48,374418,845621,1375232,6769,90,75
Uttarakhand,2022,Rabi,RWBCIS,Oilseeds,446,344,488.24,254081,497743,1139433,141766,287,89
Uttarakhand,2022,Zaid,PMFBY,Rice,425,376,840.19,498601,1381914,607125,61887,99,37
Uttarakhand,2022,Zaid,PMFBY,Wheat,438,362,286.91,81898,232361,490490,8499,104,55
Uttarakhand,2022,Zaid,PMFBY,Maize,438,424,313.45,225478,616667,460016,24069,122,38
Uttarakhand,2022,Zaid,PMFBY,Cotton,449,433,896.56,514495,1012028,2409275,267254,135,158
Uttarakhand,2022,Zaid,PMFBY,Pulses,426,401,723.86,552475,1418844,595196,1040,188,33
Uttarakhand,2022,Zaid,PMFBY,Oilseeds,413,322,641.47,191791,430882,709665,58384,130,41
Uttarakhand,2022,Zaid,RWBCIS,Rice,421,404,692.39,239077,1069533,367906,14157,190,46
Uttarakhand,2022,Zaid,RWBCIS,Wheat,437,329,358.2,164895,456097,377237,19877,205,26
Uttarakhand,2022,Zaid,RWBCIS,Maize,418,292,561.89,139848,804692,927047,79138,96,81
Uttarakhand,2022,Zaid,RWBCIS,Cotton,448,309,372.41,75334,165296,304194,13399,226,24
Uttarakhand,2022,Zaid,RWBCIS,Pulses,450,370,554.9,421054,990324,947248,123491,93,64
Uttarakhand,2022,Zaid,RWBCIS,Oilseeds,401,361,544.1,324624,1097245,929464,126308,183,51
Uttarakhand,2023,Kharif,PMFBY,Rice,435,261,284.78,205256,633968,442455,32481,105,36
Uttarakhand,2023,Kharif,PMFBY,Wheat,423,344,745.9,456584,669186,1990929,26062,177,232
Uttarakhand,2023,Kharif,PMFBY,Maize,433,378,897.31,561226,916536,1794777,239206,147,265
Uttarakhand,2023,Kharif,PMFBY,Cotton,404,354,642.34,303399,1032697,1339231,126202,121,138
Uttarakhand,2023,Kharif,PMFBY,Pulses,421,376,378.01,88111,855894,576339,19002,106,111
Uttarakhand,2023,Kharif,PMFBY,Oilseeds,426,368,902.83,292580,535616,1212732,84759,253,118
Uttarakhand,2023,Kharif,RWBCIS,Rice,400,360,358.31,101063,628864,365758,20528,268,44
Uttarakhand,2023,Kharif,RWBCIS,Wheat,451,308,478.27,271869,472145,412447,32862,211,34
Uttarakhand,2023,Kharif,RWBCIS,Maize,443,374,485.16,383587,516266,1139085,71912,305,72
Uttarakhand,2023,Kharif,RWBCIS,Cotton,434,410,247.91,78229,754275,695288,44880,93,47
Uttarakhand,2023,Kharif,RWBCIS,Pulses,410,305,492.9,374339,860139,288998,25183,131,17
Uttarakhand,2023,Kharif,RWBCIS,Oilseeds,429,405,495.94,393591,543403,1046349,5457,141,72
Uttarakhand,2023,Rabi,PMFBY,Rice,381,270,445.84,93443,575797,920374,55571,67,65
Uttarakhand,2023,Rabi,PMFBY,Wheat,437,377,345.18,209567,371021,511465,5184,292,39
Uttarakhand,2023,Rabi,PMFBY,Maize,437,350,391.14,89509,797259,1139994,91037,151,60
Uttarakhand,2023,Rabi,PMFBY,Cotton,422,390,607.39,368153,1068470,1277177,30796,267,253
Uttarakhand,2023,Rabi,PMFBY,Pulses,444,310,653.33,289535,775312,371867,22386,98,41
Uttarakhand,2023,Rabi,PMFBY,Oilseeds,415,321,496.0,269148,731367,1326213,7496,202,74
Uttarakhand,2023,Rabi,RWBCIS,Rice,378,311,274.24,96395,881988,526128,24921,229,32
Uttarakhand,2023,Rabi,RWBCIS,Wheat,421,358,424.77,245265,496338,522489,24348,306,30
Uttarakhand,2023,Rabi,RWBCIS,Maize,434,269,483.94,192062,804361,1258527,8589,168,93
Uttarakhand,2023,Rabi,RWBCIS,Cotton,411,333,677.54,180477,624084,2029119,209795,226,208
Uttarakhand,2023,Rabi,RWBCIS,Pulses,398,254,631.29,173901,344808,802317,61663,191,41
Uttarakhand,2023,Rabi,RWBCIS,Oilseeds,422,352,676.4,296579,480055,855672,84172,192,53
Uttarakhand,2023,Zaid,PMFBY,Rice,412,271,314.31,174355,911218,366314,52096,188,44
Uttarakhand,2023,Zaid,PMFBY,Wheat,445,394,918.71,576059,927969,2274996,237462,237,221
Uttarakhand,2023,Zaid,PMFBY,Maize,467,391,520.31,347822,688861,1314608,21285,272,108
Uttarakhand,2023,Zaid,PMFBY,Cotton,443,288,418.75,326095,1080935,523636,74156,215,50
Uttarakhand,2023,Zaid,PMFBY,Pulses,437,278,587.15,184745,642783,1324960,185272,68,122
Uttarakhand,2023,Zaid,PMFBY,Oilseeds,437,415,207.91,119893,126829,513151,11520,343,70
Uttarakhand,2023,Zaid,RWBCIS,Rice,448,363,623.22,201958,500654,479113,380,133,38
Uttarakhand,2023,Zaid,RWBCIS,Wheat,444,278,290.46,192324,673192,277525,16327,108,48
Uttarakhand,2023,Zaid,RWBCIS,Maize,447,428,974.24,613544,940178,1168902,83332,192,63
Uttarakhand,2023,Zaid,RWBCIS,Cotton,403,335,707.72,371901,1001441,2057237,28378,92,189
Uttarakhand,2023,Zaid,RWBCIS,Pulses,429,270,146.98,96824,581881,383399,20752,187,31
Uttarakhand,2023,Zaid,RWBCIS,Oilseeds,437,275,658.56,462081,773972,1907689,85986,140,117
Uttarakhand,2024,Kharif,PMFBY,Rice,419,316,454.02,124479,141970,1270299,67298,86,78
Uttarakhand,2024,Kharif,PMFBY,Wheat,418,403,943.46,248552,1147837,2572975,244834,230,311
Uttarakhand,2024,Kharif,PMFBY,Maize,402,366,687.09,211954,501972,1282140,120199,92,90
Uttarakhand,2024,Kharif,PMFBY,Cotton,445,308,313.48,239463,646479,572549,62206,142,87
Uttarakhand,2024,Kharif,PMFBY,Pulses,440,307,175.13,104940,808365,98977,10291,263,13
Uttarakhand,2024,Kharif,PMFBY,Oilseeds,432,296,592.92,427408,1241958,680226,82057,145,76
Uttarakhand,2024,Kharif,RWBCIS,Rice,408,310,691.75,204569,971562,536129,1413,278,88
Uttarakhand,2024,Kharif,RWBCIS,Wheat,428,390,562.52,318673,948379,435707,18620,160,41
Uttarakhand,2024,Kharif,RWBCIS,Maize,416,305,383.83,188973,362508,948383,122436,114,138
Uttarakhand,2024,Kharif,RWBCIS,Cotton,444,272,143.85,44601,729393,418884,47148,164,27
Uttarakhand,2024,Kharif,RWBCIS,Pulses,413,298,281.56,96275,764062,680830,59416,73,122
Uttarakhand,2024,Kharif,RWBCIS,Oilseeds,412,310,202.14,128378,839876,276264,23331,84,25
Uttarakhand,2024,Rabi,PMFBY,Rice,456,291,638.79,388651,841707,1424647,36931,170,100
Uttarakhand,2024,Rabi,PMFBY,Wheat,468,347,823.65,272078,1085278,415131,1612,149,25
Uttarakhand,2024,Rabi,PMFBY,Maize,400,259,245.32,123101,442239,252626,14911,179,37
Uttarakhand,2024,Rabi,PMFBY,Cotton,429,319,683.65,518096,761073,1418524,143982,252,77
Uttarakhand,2024,Rabi,PMFBY,Pulses,429,415,627.87,329769,997518,900705,89446,232,163
Uttarakhand,2024,Rabi,PMFBY,Oilseeds,424,334,535.28,266094,1119469,1182309,73180,228,61
Uttarakhand,2024,Rabi,RWBCIS,Rice,395,367,725.97,552432,592241,1928858,229090,283,138
Uttarakhand,2024,Rabi,RWBCIS,Wheat,385,290,450.68,290318,886278,554971,49906,75,109
Uttarakhand,2024,Rabi,RWBCIS,Maize,425,387,619.08,446235,572149,1801687,249109,240,306
Uttarakhand,2024,Rabi,RWBCIS,Cotton,428,359,315.9,154500,360126,301562,11215,79,19
Uttarakhand,2024,Rabi,RWBCIS,Pulses,419,355,224.44,86908,653768,627535,37776,196,39
Uttarakhand,2024,Rabi,RWBCIS,Oilseeds,430,382,286.94,129411,757624,639773,70346,128,32
Uttarakhand,2024,Zaid,PMFBY,Rice,409,348,807.36,432446,1027928,1490558,9558,236,144
Uttarakhand,2024,Zaid,PMFBY,Wheat,471,336,507.26,246738,647042,652340,14402,260,56
Uttarakhand,2024,Zaid,PMFBY,Maize,435,356,679.85,392701,666603,1281024,46984,218,112
Uttarakhand,2024,Zaid,PMFBY,Cotton,416,293,730.52,349021,375428,504550,6213,70,56
Uttarakhand,2024,Zaid,PMFBY,Pulses,420,321,395.06,229844,425708,1100228,85156,204,197
Uttarakhand,2024,Zaid,PMFBY,Oilseeds,434,412,935.77,545170,1313021,1975862,5029,285,258
Uttarakhand,2024,Zaid,RWBCIS,Rice,442,317,486.23,194445,888432,878508,126461,143,56
Uttarakhand,2024,Zaid,RWBCIS,Wheat,454,402,517.22,143392,147039,1220326,34092,95,98
Uttarakhand,2024,Zaid,RWBCIS,Maize,421,269,205.87,91090,611498,527127,46305,224,64
Uttarakhand,2024,Zaid,RWBCIS,Cotton,436,381,943.85,453822,823141,2482813,65841,86,213
Uttarakhand,2024,Zaid,RWBCIS,Pulses,414,403,482.38,301381,551783,607103,22143,242,72
Uttarakhand,2024,Zaid,RWBCIS,Oilseeds,444,337,185.74,39672,572478,482552,43348,170,26
West Bengal,2020,Kharif,PMFBY,Rice,280,199,496.59,234089,285811,466898,37292,116,24
West Bengal,2020,Kharif,PMFBY,Wheat,292,198,141.32,79310,944189,278179,18476,120,23
West Bengal,2020,Kharif,PMFBY,Maize,266,213,276.61,148203,389429,434248,40544,76,27
West Bengal,2020,Kharif,PMFBY,Cotton,288,265,394.59,125195,861836,610311,54436,73,42
West Bengal,2020,Kharif,PMFBY,Pulses,281,273,372.61,226108,853835,283466,31802,116,17
West Bengal,2020,Kharif,PMFBY,Oilseeds,292,214,420.09,222663,891014,376315,44423,91,26
West Bengal,2020,Kharif,RWBCIS,Rice,263,222,232.75,169486,830714,622768,36936,50,46
West Bengal,2020,Kharif,RWBCIS,Wheat,279,239,454.42,98397,867699,787872,65791,98,70
West Bengal,2020,Kharif,RWBCIS,Maize,298,222,417.86,148268,980290,845972,98368,119,100
West Bengal,2020,Kharif,RWBCIS,Cotton,284,206,190.42,124820,211171,517733,13592,182,26
West Bengal,2020,Kharif,RWBCIS,Pulses,309,296,173.17,53535,638130,121538,2948,257,6
West Bengal,2020,Kharif,RWBCIS,Oilseeds,303,285,206.28,157956,509508,547410,54881,249,30
West Bengal,2020,Rabi,PMFBY,Rice,311,285,574.06,170481,819077,499684,65168,70,25
West Bengal,2020,Rabi,PMFBY,Wheat,282,269,158.94,76619,846846,205331,16288,186,11
West Bengal,2020,Rabi,PMFBY,Maize,262,207,276.75,123563,420524,526299,69731,65,64
West Bengal,2020,Rabi,PMFBY,Cotton,296,253,285.61,118446,523995,392419,49516,218,30
West Bengal,2020,Rabi,PMFBY,Pulses,291,253,422.05,97171,295596,424101,10876,167,22
West Bengal,2020,Rabi,PMFBY,Oilseeds,301,226,287.68,161316,520536,306467,27713,107,59
West Bengal,2020,Rabi,RWBCIS,Rice,288,175,165.6,42700,991332,212313,470,116,25
West Bengal,2020,Rabi,RWBCIS,Wheat,290,282,688.23,408526,1115728,1076872,155422,140,125
West Bengal,2020,Rabi,RWBCIS,Maize,263,214,211.9,125561,507745,575771,48233,136,43
West Bengal,2020,Rabi,RWBCIS,Cotton,311,194,369.28,244012,677601,509888,21258,71,27
West Bengal,2020,Rabi,RWBCIS,Pulses,277,249,135.44,29841,362978,303391,11869,50,33
West Bengal,2020,Rabi,RWBCIS,Oilseeds,260,188,142.15,88676,344596,306012,27497,156,48
West Bengal,2020,Zaid,PMFBY,Rice,272,248,219.28,58031,914272,207295,27087,216,25
West Bengal,2020,Zaid,PMFBY,Wheat,307,276,362.88,87903,800598,318145,44239,136,51
West Bengal,2020,Zaid,PMFBY,Maize,273,197,435.89,132237,600455,1175006,8531,81,63
West Bengal,2020,Zaid,PMFBY,Cotton,292,268,414.65,293249,932013,918087,21050,230,54
West Bengal,2020,Zaid,PMFBY,Pulses,274,203,369.62,294309,340055,1064989,11564,106,87
West Bengal,2020,Zaid,PMFBY,Oilseeds,275,252,274.16,66413,698696,652326,93399,79,35
West Bengal,2020,Zaid,RWBCIS,Rice,286,276,269.61,172568,957454,424986,43985,166,54
West Bengal,2020,Zaid,RWBCIS,Wheat,284,243,211.78,156964,958236,567791,51915,199,37
West Bengal,2020,Zaid,RWBCIS,Maize,288,220,330.25,99645,1047304,347632,10503,60,29
West Bengal,2020,Zaid,RWBCIS,Cotton,276,197,382.48,121467,351432,962104,53555,55,50
West Bengal,2020,Zaid,RWBCIS,Pulses,269,198,136.87,40154,886598,127120,2125,162,11
West Bengal,2020,Zaid,RWBCIS,Oilseeds,268,165,223.54,123883,1081003,294215,33763,48,26
West Bengal,2021,Kharif,PMFBY,Rice,273,207,509.13,382101,964306,479231,40037,156,86
West Bengal,2021,Kharif,PMFBY,Wheat,284,196,134.11,104116,272944,117381,17115,110,7
West Bengal,2021,Kharif,PMFBY,Maize,279,168,221.36,117997,632407,335261,39623,93,23
West Bengal,2021,Kharif,PMFBY,Cotton,270,199,291.38,119850,1011757,801834,26976,145,123
West Bengal,2021,Kharif,PMFBY,Pulses,265,220,469.38,147273,261465,325424,1213,62,17
West Bengal,2021,Kharif,PMFBY,Oilseeds,261,247,433.64,95248,691661,1195833,57859,104,137
West Bengal,2021,Kharif,RWBCIS,Rice,287,251,449.22,197865,920420,335226,37689,156,23
West Bengal,2021,Kharif,RWBCIS,Wheat,254,200,294.35,115713,123326,458183,27554,99,32
West Bengal,2021,Kharif,RWBCIS,Maize,277,218,367.25,198461,1080102,889795,6966,130,79
West Bengal,2021,Kharif,RWBCIS,Cotton,280,216,418.8,326770,477770,266583,12541,50,39
West Bengal,2021,Kharif,RWBCIS,Pulses,297,194,327.95,95974,474360,447115,41177,50,68
West Bengal,2021,Kharif,RWBCIS,Oilseeds,293,213,169.07,123700,176648,387752,8145,138,26
West Bengal,2021,Rabi,PMFBY,Rice,304,184,390.47,182131,1029220,952732,71213,166,80
West Bengal,2021,Rabi,PMFBY,Wheat,297,236,394.29,267788,839401,640867,63646,53,97
West Bengal,2021,Rabi,PMFBY,Maize,265,246,439.5,344379,384319,1013055,47746,53,58
West Bengal,2021,Rabi,PMFBY,Cotton,268,195,404.96,232753,497614,373059,6130,59,21
West Bengal,2021,Rabi,PMFBY,Pulses,306,278,671.68,475140,937142,878649,76998,174,64
West Bengal,2021,Rabi,PMFBY,Oilseeds,298,188,201.36,147781,737816,266059,33941,70,24
West Bengal,2021,Rabi,RWBCIS,Rice,276,241,342.33,259959,1187403,780106,104377,170,54
West Bengal,2021,Rabi,RWBCIS,Wheat,283,176,369.91,101096,511445,401939,27410,74,23
West Bengal,2021,Rabi,RWBCIS,Maize,282,196,450.01,138525,749012,1124411,100421,50,79
West Bengal,2021,Rabi,RWBCIS,Cotton,301,264,595.89,471870,881929,335430,21086,175,18
West Bengal,2021,Rabi,RWBCIS,Pulses,295,177,217.26,161666,851283,362781,5673,66,27
West Bengal,2021,Rabi,RWBCIS,Oilseeds,313,206,372.86,140378,310081,352759,26066,125,19
West Bengal,2021,Zaid,PMFBY,Rice,289,193,371.9,219129,435311,808304,25642,119,54
West Bengal,2021,Zaid,PMFBY,Wheat,297,285,604.31,439484,458812,850065,5065,102,79
West Bengal,2021,Zaid,PMFBY,Maize,309,261,319.89,179698,995234,400855,56055,91,21
West Bengal,2021,Zaid,PMFBY,Cotton,290,205,124.61,43693,219940,350020,44746,87,20
West Bengal,2021,Zaid,PMFBY,Pulses,272,242,279.23,66701,786687,830431,70501,93,78
West Bengal,2021,Zaid,PMFBY,Oilseeds,295,276,639.68,458502,1106992,1039244,105895,184,126
West Bengal,2021,Zaid,RWBCIS,Rice,288,271,310.7,212288,589515,748582,24806,199,97
West Bengal,2021,Zaid,RWBCIS,Wheat,287,229,490.39,320386,371101,848592,108479,150,144
West Bengal,2021,Zaid,RWBCIS,Maize,278,185,344.81,200303,402747,646862,78760,86,74
West Bengal,2021,Zaid,RWBCIS,Cotton,297,272,649.24,505675,938213,1336141,171834,97,247
West Bengal,2021,Zaid,RWBCIS,Pulses,282,223,347.98,213967,788484,221382,18625,146,15
West Bengal,2021,Zaid,RWBCIS,Oilseeds,299,281,401.41,205085,985390,1036877,100841,81,104
West Bengal,2022,Kharif,PMFBY,Rice,291,239,138.57,49257,627318,314917,40929,210,17
West Bengal,2022,Kharif,PMFBY,Wheat,286,197,123.65,28816,270121,73430,9365,107,4
West Bengal,2022,Kharif,PMFBY,Maize,321,246,417.21,287832,1185386,1206226,132191,142,62
West Bengal,2022,Kharif,PMFBY,Cotton,330,279,591.07,271802,1101179,460230,33216,150,30
West Bengal,2022,Kharif,PMFBY,Pulses,264,248,274.66,108808,885669,422227,52752,119,26
West Bengal,2022,Kharif,PMFBY,Oilseeds,288,208,254.88,199314,936839,619720,27513,119,64
West Bengal,2022,Kharif,RWBCIS,Rice,275,268,249.04,86046,329174,617434,47278,126,35
West Bengal,2022,Kharif,RWBCIS,Wheat,277,173,127.64,35999,382974,231056,26,58,30
West Bengal,2022,Kharif,RWBCIS,Maize,274,184,454.07,252844,1015537,1157133,115889,127,80
West Bengal,2022,Kharif,RWBCIS,Cotton,295,197,206.74,52916,890240,335309,45624,96,29
West Bengal,2022,Kharif,RWBCIS,Pulses,285,253,304.25,175887,379854,573547,47024,208,31
West Bengal,2022,Kharif,RWBCIS,Oilseeds,287,264,132.33,64438,84228,182811,17461,121,10
West Bengal,2022,Rabi,PMFBY,Rice,294,218,125.8,80878,797122,229624,14338,126,14
West Bengal,2022,Rabi,PMFBY,Wheat,298,281,483.26,100859,718922,981693,10254,140,66
West Bengal,2022,Rabi,PMFBY,Maize,298,274,200.87,113546,710027,252970,6986,93,33
West Bengal,2022,Rabi,PMFBY,Cotton,304,212,198.34,124501,282896,111103,6237,88,10
West Bengal,2022,Rabi,PMFBY,Pulses,300,184,186.08,136494,305568,556862,67299,96,34
West Bengal,2022,Rabi,PMFBY,Oilseeds,288,236,424.2,100306,716804,972424,45323,209,136
West Bengal,2022,Rabi,RWBCIS,Rice,315,268,603.55,421904,767338,1366090,10369,141,72
West Bengal,2022,Rabi,RWBCIS,Wheat,276,226,273.51,117010,699467,561782,36852,125,28
West Bengal,2022,Rabi,RWBCIS,Maize,268,250,336.78,260405,748706,893957,4744,126,58
West Bengal,2022,Rabi,RWBCIS,Cotton,309,205,465.68,253743,361761,772850,81027,106,43
West Bengal,2022,Rabi,RWBCIS,Pulses,283,192,292.87,97735,322922,351373,2330,60,31
West Bengal,2022,Rabi,RWBCIS,Oilseeds,265,256,346.67,153311,421046,617460,55207,126,57
West Bengal,2022,Zaid,PMFBY,Rice,310,262,134.69,78101,542454,232715,20526,189,15
West Bengal,2022,Zaid,PMFBY,Wheat,306,221,460.59,228390,923281,808699,118663,189,88
West Bengal,2022,Zaid,PMFBY,Maize,282,180,235.47,156566,1003462,639379,1396,135,51
West Bengal,2022,Zaid,PMFBY,Cotton,271,249,340.76,270658,887341,587610,25992,52,42
West Bengal,2022,Zaid,PMFBY,Pulses,291,234,511.77,199653,749906,1125827,35433,198,70
West Bengal,2022,Zaid,PMFBY,Oilseeds,319,243,604.77,166107,702712,560003,36905,206,33
West Bengal,2022,Zaid,RWBCIS,Rice,302,288,356.12,79765,717566,500925,11551,246,34
West Bengal,2022,Zaid,RWBCIS,Wheat,322,201,112.54,83318,122045,229350,10251,137,25
West Bengal,2022,Zaid,RWBCIS,Maize,278,248,472.6,193361,941187,1329992,121689,172,74
West Bengal,2022,Zaid,RWBCIS,Cotton,307,299,166.58,131935,377932,266710,35353,111,32
West Bengal,2022,Zaid,RWBCIS,Pulses,294,177,247.96,122360,394195,462513,10724,75,29
West Bengal,2022,Zaid,RWBCIS,Oilseeds,310,194,360.35,266140,770454,624930,92935,125,37
West Bengal,2023,Kharif,PMFBY,Rice,294,208,380.93,180425,584772,211847,28103,170,18
West Bengal,2023,Kharif,PMFBY,Wheat,297,235,323.77,192309,661954,565330,25076,55,30
West Bengal,2023,Kharif,PMFBY,Maize,285,230,327.34,115645,203665,276222,20150,182,42
West Bengal,2023,Kharif,PMFBY,Cotton,296,208,381.99,233776,941568,1041695,62271,77,79
West Bengal,2023,Kharif,PMFBY,Pulses,254,237,370.7,171265,436948,417386,14814,185,21
West Bengal,2023,Kharif,PMFBY,Oilseeds,289,255,574.8,436122,1064897,1015788,94549,53,68
West Bengal,2023,Kharif,RWBCIS,Rice,298,242,459.82,268213,383741,1262628,117941,172,124
West Bengal,2023,Kharif,RWBCIS,Wheat,316,271,651.58,488457,1133255,595774,84949,241,91
West Bengal,2023,Kharif,RWBCIS,Maize,285,180,158.28,82721,1045810,90144,12338,149,5
